Elapsed Time,Plants Total,Plants Alive,Plants Alive Percent,Plants Avg Age Percent,Plants Mature,Plants Mature Percent,Plants Avg Mutations,Plants Pos Thrive,Plants Pos Thrive Percent,Plants Avg Thrive,Plants Carrying,Plants Carrying Percent,Plants Self-Pollinated,Plants Self-Pollinated Percent,Plants Repro on CD, Plants Repro on CD Percent
0:10:29,988,833,0.8431174,0.8731775,637,0.7647059,3.504202,663,0.7959183,0.07090313,204,0.244898,21,0.1029412,221,0.2653061
0:10:30,997,836,0.8385155,0.8727373,634,0.7583732,3.492823,662,0.791866,0.07138109,205,0.2452153,20,0.09756097,221,0.2643541
0:10:31,1001,843,0.8421578,0.8734331,644,0.7639383,3.489917,669,0.7935943,0.07157315,203,0.2408066,24,0.1182266,229,0.2716489
0:10:32,1002,844,0.8423154,0.8740588,648,0.7677725,3.503555,668,0.7914692,0.0715363,205,0.242891,24,0.1170732,231,0.2736967
0:10:33,1004,848,0.8446215,0.8743537,652,0.7688679,3.504717,668,0.7877358,0.0714867,204,0.240566,23,0.1127451,233,0.2747642
0:10:34,1002,848,0.8463074,0.8747471,655,0.7724057,3.522406,671,0.7912736,0.0717648,208,0.245283,26,0.125,230,0.2712264
0:10:35,1007,855,0.8490566,0.8746125,654,0.7649123,3.498246,671,0.7847953,0.07054151,207,0.2421053,26,0.1256039,228,0.2666667
0:10:36,1003,855,0.8524427,0.8756826,656,0.7672515,3.54269,671,0.7847953,0.07018565,208,0.2432749,25,0.1201923,227,0.2654971
0:10:37,1004,856,0.8525897,0.8755155,652,0.7616823,3.53972,674,0.7873832,0.0693196,203,0.2371495,25,0.1231527,230,0.2686916
0:10:38,1003,857,0.8544367,0.8763703,654,0.7631272,3.56126,674,0.7864644,0.0687766,206,0.2403734,25,0.1213592,226,0.2637106
0:10:39,1004,856,0.8525897,0.8766393,654,0.7640187,3.553738,676,0.7897196,0.06983375,210,0.2453271,27,0.1285714,223,0.260514
0:10:40,1004,859,0.8555777,0.8772979,660,0.7683353,3.573923,676,0.7869616,0.06916795,210,0.2444703,27,0.1285714,222,0.25844
0:10:41,1007,863,0.857001,0.8778086,659,0.7636153,3.581692,678,0.7856315,0.06944782,209,0.2421784,29,0.138756,224,0.2595597
0:10:42,1011,866,0.8565776,0.8777623,664,0.7667437,3.588915,682,0.7875289,0.06963168,215,0.2482679,34,0.1581395,222,0.2563511
0:10:43,1008,862,0.8551587,0.8777054,662,0.7679814,3.575406,677,0.7853828,0.07006861,216,0.25058,32,0.1481481,221,0.2563805
0:10:44,1010,860,0.8514851,0.8779233,662,0.7697675,3.594186,675,0.7848837,0.07074419,218,0.2534884,37,0.1697248,217,0.2523256
0:10:45,1012,859,0.8488142,0.8781149,663,0.7718277,3.580908,680,0.7916182,0.07190946,222,0.25844,40,0.1801802,217,0.2526193
0:10:46,1020,864,0.8470588,0.8780503,668,0.7731481,3.560185,679,0.7858796,0.06987384,219,0.2534722,39,0.1780822,223,0.2581019
0:10:47,1023,867,0.8475074,0.878861,672,0.7750865,3.574394,682,0.7866206,0.0718745,224,0.2583622,39,0.1741071,221,0.254902
0:10:48,1025,867,0.8458537,0.8795783,674,0.7773933,3.585928,685,0.7900807,0.07260375,225,0.2595156,39,0.1733333,221,0.254902
0:10:49,1025,868,0.8468293,0.8797671,673,0.7753456,3.574885,683,0.7868664,0.07224106,229,0.2638249,41,0.1790393,215,0.2476958
0:10:50,1024,867,0.8466797,0.8802526,674,0.7773933,3.589389,685,0.7900807,0.07252327,232,0.2675894,45,0.1939655,212,0.2445213
0:10:51,1026,872,0.8499025,0.8803106,674,0.7729358,3.582569,690,0.7912844,0.07306322,232,0.266055,46,0.1982759,216,0.2477064
0:10:52,1027,873,0.8500487,0.880365,677,0.7754868,3.564719,691,0.7915235,0.07236601,243,0.2783505,51,0.2098765,211,0.2416953
0:10:53,1033,877,0.8489835,0.8802763,674,0.7685291,3.538198,694,0.7913341,0.07365842,238,0.2713797,51,0.2142857,214,0.2440137
0:10:54,1035,876,0.8463768,0.8798163,680,0.7762557,3.530822,696,0.7945206,0.0747212,243,0.2773973,51,0.2098765,211,0.2408676
0:10:55,1040,876,0.8423077,0.8796795,679,0.7751142,3.517123,695,0.793379,0.0725655,240,0.2739726,53,0.2208333,216,0.2465753
0:10:56,1041,876,0.8414986,0.8803129,681,0.7773973,3.550228,695,0.793379,0.07224014,247,0.2819635,52,0.2105263,214,0.2442922
0:10:57,1044,874,0.8371648,0.8806116,686,0.784897,3.562929,694,0.7940503,0.07283462,252,0.2883295,52,0.2063492,210,0.2402746
0:10:58,1051,879,0.8363463,0.8802788,689,0.7838453,3.556314,697,0.7929465,0.07227395,255,0.2901024,54,0.2117647,207,0.2354949
0:10:59,1058,885,0.836484,0.8798407,688,0.7774011,3.537853,704,0.7954803,0.07261986,255,0.2881356,54,0.2117647,208,0.2350283
0:11:00,1060,884,0.8339623,0.8793484,691,0.7816742,3.50905,705,0.7975113,0.07283354,259,0.2929864,53,0.2046332,206,0.2330317
0:11:01,1061,884,0.8331763,0.8795754,692,0.7828054,3.512444,709,0.8020362,0.07508341,258,0.2918552,52,0.2015504,206,0.2330317
0:11:02,1061,882,0.8312913,0.8800625,691,0.7834467,3.518141,705,0.7993197,0.07400503,259,0.2936508,53,0.2046332,205,0.2324263
0:11:03,1065,885,0.8309859,0.8803654,694,0.7841808,3.520904,708,0.8,0.07440473,259,0.2926554,55,0.2123552,210,0.2372881
0:11:04,1067,882,0.8266167,0.8806205,688,0.7800453,3.522676,705,0.7993197,0.07490584,253,0.2868481,50,0.1976285,210,0.2380952
0:11:05,1063,879,0.826905,0.8812045,688,0.7827076,3.539249,704,0.8009101,0.07596625,259,0.294653,52,0.2007722,209,0.2377702
0:11:06,1060,873,0.8235849,0.8815226,688,0.7880871,3.561283,698,0.7995418,0.07632414,260,0.2978236,53,0.2038462,202,0.231386
0:11:07,1062,872,0.8210923,0.8819636,690,0.7912844,3.567661,701,0.8038991,0.07676747,260,0.2981651,52,0.2,209,0.2396789
0:11:08,1065,870,0.8169014,0.8816631,688,0.7908046,3.567816,697,0.8011494,0.0760234,260,0.2988506,52,0.2,207,0.237931
0:11:09,1061,863,0.8133836,0.8817257,681,0.7891077,3.543453,693,0.8030127,0.07687628,255,0.2954809,51,0.2,208,0.2410197
0:11:10,1063,865,0.8137347,0.8814207,680,0.7861272,3.539884,694,0.8023121,0.07618602,257,0.2971098,50,0.1945525,209,0.2416185
0:11:11,1062,864,0.8135593,0.8817521,685,0.7928241,3.553241,693,0.8020833,0.07423285,260,0.3009259,50,0.1923077,211,0.244213
0:11:12,1065,862,0.8093897,0.8820386,683,0.7923434,3.561485,695,0.8062645,0.07590521,260,0.3016241,48,0.1846154,213,0.2470998
0:11:13,1068,869,0.8136704,0.8819414,688,0.7917146,3.542002,698,0.8032221,0.07545168,259,0.2980437,48,0.1853282,219,0.2520138
0:11:14,1069,872,0.8157156,0.8816488,687,0.7878441,3.524083,698,0.8004587,0.07485624,254,0.2912844,45,0.1771654,225,0.2580275
0:11:15,1067,871,0.8163074,0.8819812,687,0.7887486,3.525832,695,0.7979334,0.07473741,251,0.2881745,47,0.187251,225,0.2583238
0:11:16,1071,877,0.8188609,0.881568,689,0.7856328,3.532497,698,0.7958951,0.07415752,247,0.281642,47,0.1902834,231,0.263398
0:11:17,1076,882,0.8197026,0.881201,684,0.7755102,3.520408,698,0.7913832,0.07323245,239,0.2709751,43,0.1799163,236,0.2675737
0:11:18,1080,885,0.8194444,0.8817248,683,0.7717514,3.528814,700,0.7909604,0.07317086,240,0.2711864,41,0.1708333,235,0.2655367
0:11:19,1081,886,0.8196115,0.8822973,687,0.775395,3.536117,706,0.7968397,0.07584956,245,0.2765237,41,0.1673469,237,0.2674944
0:11:20,1085,889,0.8193548,0.8825997,689,0.7750281,3.543307,708,0.7964004,0.07644744,243,0.2733408,41,0.1687243,238,0.2677165
0:11:21,1085,892,0.8221198,0.8828101,694,0.7780269,3.559417,711,0.7970852,0.07651599,242,0.2713004,38,0.1570248,239,0.2679372
0:11:22,1087,898,0.8261269,0.8831984,695,0.7739421,3.563474,717,0.798441,0.07599074,241,0.2683742,34,0.1410788,242,0.2694877
0:11:23,1095,902,0.8237443,0.881879,697,0.7727273,3.527716,723,0.8015521,0.07651007,240,0.2660754,33,0.1375,250,0.2771619
0:11:24,1097,906,0.8258888,0.8821782,706,0.7792494,3.548565,727,0.8024282,0.07668044,247,0.2726269,32,0.1295547,251,0.2770419
0:11:25,1099,908,0.8262057,0.8828695,708,0.7797357,3.55837,731,0.8050661,0.0769348,250,0.2753304,31,0.124,254,0.2797357
0:11:26,1103,912,0.8268359,0.8827436,707,0.7752193,3.555921,735,0.8059211,0.07696959,247,0.2708333,33,0.1336032,257,0.2817982
0:11:27,1099,906,0.8243858,0.8831191,702,0.7748345,3.572848,736,0.812362,0.07781942,251,0.2770419,35,0.1394422,255,0.2814569
0:11:28,1103,911,0.8259293,0.8830176,703,0.7716795,3.558727,741,0.8133919,0.07704715,244,0.2678376,32,0.1311475,254,0.2788145
0:11:29,1106,913,0.8254973,0.8825589,707,0.7743702,3.542169,743,0.8138006,0.07664916,248,0.271632,36,0.1451613,254,0.2782037
0:11:30,1104,917,0.8306159,0.8828704,707,0.7709923,3.545256,747,0.8146129,0.07637045,249,0.2715376,35,0.1405623,254,0.2769902
0:11:31,1108,925,0.8348376,0.8831102,711,0.7686486,3.544865,754,0.8151351,0.07574534,251,0.2713513,36,0.1434263,256,0.2767568
0:11:32,1111,925,0.8325832,0.883172,707,0.7643243,3.531892,756,0.8172973,0.07694431,245,0.2648649,33,0.1346939,258,0.2789189
0:11:33,1111,927,0.8343834,0.8836372,711,0.7669903,3.556634,758,0.8176915,0.0774266,250,0.2696872,36,0.144,251,0.2707659
0:11:34,1109,930,0.8385933,0.883696,713,0.7666667,3.530107,759,0.816129,0.07785011,249,0.2677419,36,0.1445783,253,0.272043
0:11:35,1111,934,0.8406841,0.884579,721,0.7719486,3.546039,760,0.8137045,0.07752543,244,0.261242,35,0.1434426,260,0.2783726
0:11:36,1116,939,0.8413978,0.8843485,717,0.7635783,3.521832,764,0.8136315,0.07714129,236,0.2513312,33,0.1398305,266,0.2832801
0:11:37,1117,935,0.8370636,0.8846642,714,0.7636364,3.541177,760,0.8128342,0.0781771,239,0.255615,31,0.1297071,259,0.2770053
0:11:38,1114,937,0.8411131,0.8854368,713,0.7609392,3.557097,759,0.810032,0.07781576,239,0.2550694,31,0.1297071,257,0.2742796
0:11:39,1114,940,0.8438061,0.8860227,719,0.7648936,3.56383,760,0.8085107,0.07686573,243,0.2585106,35,0.1440329,259,0.2755319
0:11:40,1121,941,0.8394291,0.8853439,716,0.7608927,3.54729,758,0.805526,0.07717153,242,0.2571732,36,0.1487603,259,0.2752391
0:11:41,1119,937,0.8373548,0.885652,717,0.7652081,3.57524,751,0.8014941,0.07710251,243,0.2593383,38,0.1563786,256,0.2732124
0:11:42,1120,943,0.8419643,0.8862318,720,0.7635207,3.576882,754,0.7995758,0.07677481,241,0.2555673,38,0.1576764,260,0.2757158
0:11:43,1122,944,0.8413547,0.8865319,723,0.7658898,3.563559,757,0.8019068,0.076779,249,0.2637712,40,0.1606426,253,0.2680085
0:11:44,1125,948,0.8426667,0.8864901,722,0.7616034,3.554852,759,0.8006329,0.07629442,244,0.257384,40,0.1639344,258,0.2721519
0:11:45,1124,944,0.8398576,0.8869956,721,0.7637712,3.558263,757,0.8019068,0.07781699,246,0.2605932,41,0.1666667,253,0.2680085
0:11:46,1122,948,0.8449198,0.8873244,727,0.7668777,3.548523,760,0.8016878,0.0769931,249,0.2626582,42,0.1686747,253,0.2668777
0:11:47,1123,951,0.8468388,0.887744,734,0.7718191,3.554153,761,0.8002103,0.07706594,259,0.2723449,50,0.1930502,248,0.2607781
0:11:48,1117,951,0.8513876,0.8886456,737,0.7749737,3.592008,762,0.8012618,0.07692145,260,0.2733964,52,0.2,245,0.2576236
0:11:49,1118,955,0.8542039,0.8892364,747,0.782199,3.604188,765,0.8010471,0.07789023,268,0.2806283,54,0.2014925,242,0.2534031
0:11:50,1120,957,0.8544643,0.8894407,748,0.7816092,3.596656,768,0.8025078,0.07881249,265,0.276907,55,0.2075472,243,0.2539185
0:11:51,1125,964,0.8568889,0.8898024,749,0.776971,3.607884,771,0.7997925,0.07676934,260,0.2697096,54,0.2076923,249,0.2582988
0:11:52,1128,965,0.8554965,0.8902209,755,0.7823834,3.626943,773,0.8010363,0.07730179,274,0.2839378,60,0.2189781,242,0.2507772
0:11:53,1133,969,0.8552516,0.8902577,756,0.7801858,3.617131,775,0.7997936,0.07648773,270,0.2786378,61,0.2259259,247,0.254902
0:11:54,1135,967,0.8519824,0.8896968,755,0.7807652,3.580145,777,0.803516,0.0764591,276,0.2854188,61,0.2210145,242,0.2502585
0:11:55,1144,974,0.8513986,0.8890865,755,0.775154,3.536961,780,0.8008214,0.07534064,272,0.2792608,65,0.2389706,244,0.2505133
0:11:56,1152,977,0.8480903,0.8887925,755,0.7727738,3.498465,782,0.8004094,0.07348826,265,0.2712385,62,0.2339623,247,0.2528147
0:11:57,1156,976,0.8442907,0.8894389,758,0.7766393,3.491803,783,0.8022541,0.07442663,268,0.2745902,63,0.2350746,247,0.2530738
0:11:58,1160,979,0.8439655,0.8892254,755,0.7711951,3.46476,788,0.804903,0.07419627,265,0.2706844,62,0.2339623,248,0.2533197
0:11:59,1167,980,0.8397601,0.889177,754,0.7693878,3.447959,792,0.8081633,0.07577596,265,0.2704082,63,0.2377359,247,0.2520408
0:12:00,1171,980,0.8368915,0.8893085,761,0.7765306,3.446939,793,0.8091837,0.07557088,278,0.2836735,63,0.2266187,243,0.2479592
0:12:01,1179,988,0.8379983,0.8893008,764,0.7732794,3.436235,796,0.805668,0.07533915,276,0.2793522,66,0.2391304,243,0.2459514
0:12:02,1183,993,0.8393914,0.8889454,763,0.7683787,3.436052,803,0.8086606,0.07612213,273,0.2749245,65,0.2380952,245,0.2467271
0:12:03,1186,992,0.8364249,0.8887082,757,0.7631049,3.415323,800,0.8064516,0.07627324,270,0.2721774,65,0.2407407,244,0.2459677
0:12:04,1195,1003,0.8393306,0.8886288,765,0.7627119,3.395813,808,0.8055832,0.07713784,266,0.2652044,61,0.2293233,255,0.2542373
0:12:05,1194,1002,0.839196,0.8888797,772,0.7704591,3.402196,805,0.8033932,0.07724591,273,0.2724551,62,0.2271062,251,0.250499
0:12:06,1194,1005,0.8417085,0.8890572,777,0.7731344,3.416915,809,0.8049752,0.07784174,285,0.2835821,64,0.2245614,244,0.2427861
0:12:07,1191,1000,0.8396305,0.8894158,775,0.775,3.436,806,0.806,0.07808391,282,0.282,62,0.2198582,241,0.241
0:12:08,1195,999,0.8359833,0.8894707,771,0.7717718,3.415416,807,0.8078078,0.07858124,278,0.2782783,59,0.2122302,237,0.2372372
0:12:09,1199,998,0.8323603,0.8894092,767,0.768537,3.3998,808,0.8096192,0.07972753,275,0.2755511,58,0.2109091,241,0.241483
0:12:10,1202,1001,0.8327787,0.8898252,764,0.7632368,3.407592,809,0.8081918,0.07889285,274,0.2737263,59,0.2153285,240,0.2397602
0:12:11,1205,1004,0.833195,0.8899238,762,0.7589641,3.385458,813,0.8097609,0.07937872,270,0.2689243,58,0.2148148,242,0.2410359
0:12:12,1205,1003,0.8323652,0.8896827,770,0.7676969,3.378863,810,0.8075773,0.07912205,276,0.2751745,59,0.2137681,241,0.2402792
0:12:13,1210,1010,0.8347107,0.8897447,771,0.7633663,3.382178,813,0.8049505,0.07858725,270,0.2673267,58,0.2148148,246,0.2435644
0:12:14,1215,1011,0.8320988,0.8902478,775,0.7665678,3.39367,816,0.8071216,0.07883946,273,0.2700297,60,0.2197802,247,0.2443126
0:12:15,1214,1009,0.8311368,0.8900254,776,0.7690783,3.38553,811,0.8037661,0.0782611,275,0.2725471,58,0.2109091,245,0.2428147
0:12:16,1221,1014,0.8304668,0.8898178,772,0.7613412,3.36785,815,0.8037475,0.07794851,269,0.265286,56,0.2081784,246,0.2426036
0:12:17,1219,1012,0.8301887,0.8899165,765,0.7559289,3.376482,811,0.8013834,0.07758558,264,0.2608696,54,0.2045455,245,0.2420949
0:12:18,1217,1016,0.8348398,0.8901838,769,0.7568898,3.376969,818,0.8051181,0.07766269,263,0.2588583,54,0.2053232,250,0.246063
0:12:19,1221,1022,0.8370188,0.890601,776,0.7592955,3.379648,821,0.8033268,0.07655594,265,0.2592955,58,0.2188679,250,0.2446184
0:12:20,1221,1025,0.8394758,0.8903898,773,0.7541463,3.36,818,0.7980488,0.07632825,261,0.2546341,57,0.2183908,255,0.2487805
0:12:21,1220,1028,0.8426229,0.8905402,776,0.7548638,3.363813,819,0.7966926,0.07567343,259,0.2519455,49,0.1891892,257,0.25
0:12:23,1226,1031,0.8409461,0.8904332,778,0.7546072,3.352085,820,0.7953444,0.07586014,259,0.2512124,50,0.1930502,259,0.2512124
0:12:24,1231,1034,0.8399675,0.8899938,781,0.7553192,3.347195,824,0.7969052,0.07522586,257,0.2485493,48,0.1867704,261,0.2524178
0:12:25,1241,1038,0.8364223,0.8896746,779,0.7504817,3.312139,829,0.7986513,0.07423489,262,0.2524085,44,0.1679389,260,0.2504817
0:12:26,1241,1040,0.8380339,0.8897741,791,0.7605769,3.296154,828,0.7961538,0.07258612,267,0.2567308,50,0.1872659,261,0.2509615
0:12:27,1247,1042,0.8356054,0.8898258,789,0.7571977,3.284069,829,0.7955854,0.07272697,268,0.2571977,47,0.1753731,261,0.2504798
0:12:28,1249,1045,0.8366693,0.8899956,795,0.7607656,3.289952,830,0.7942584,0.07185689,272,0.2602871,46,0.1691176,262,0.2507177
0:12:29,1255,1051,0.8374502,0.8901517,798,0.7592769,3.287345,829,0.7887726,0.07119448,269,0.2559467,45,0.1672862,269,0.2559467
0:12:30,1255,1053,0.8390438,0.8900794,795,0.7549857,3.291548,830,0.7882241,0.07212238,264,0.2507122,44,0.1666667,269,0.2554606
0:12:31,1254,1055,0.8413078,0.8904601,804,0.7620853,3.299526,833,0.7895734,0.07227854,275,0.2606635,48,0.1745455,262,0.2483412
0:12:32,1266,1056,0.8341232,0.8895763,796,0.7537879,3.239583,837,0.7926136,0.07401787,271,0.2566288,46,0.1697417,263,0.249053
0:12:33,1270,1063,0.8370079,0.8899436,805,0.7572907,3.235183,845,0.79492,0.07495682,269,0.2530574,48,0.1784387,268,0.2521167
0:12:34,1270,1065,0.8385827,0.8904318,814,0.7643192,3.235681,845,0.7934272,0.07451066,281,0.2638498,51,0.1814947,262,0.2460094
0:12:35,1272,1069,0.8404088,0.8906854,819,0.7661366,3.228251,847,0.7923293,0.07370991,288,0.2694107,54,0.1875,261,0.2441534
0:12:36,1278,1073,0.8395931,0.8906541,822,0.7660764,3.234856,850,0.7921715,0.07438223,288,0.2684063,56,0.1944444,266,0.2479031
0:12:37,1285,1080,0.8404669,0.8910092,821,0.7601852,3.228704,855,0.7916667,0.07454175,280,0.2592593,50,0.1785714,274,0.2537037
0:12:38,1292,1088,0.8421053,0.8913724,829,0.7619485,3.220588,859,0.7895221,0.07367298,277,0.2545956,48,0.1732852,282,0.2591912
0:12:39,1287,1081,0.8399379,0.891719,826,0.7641073,3.225717,853,0.7890842,0.07403017,282,0.2608696,48,0.1702128,275,0.2543941
0:12:40,1290,1084,0.8403101,0.8924572,828,0.7638376,3.255535,856,0.7896679,0.0747393,285,0.2629151,49,0.1719298,275,0.25369
0:12:41,1296,1086,0.837963,0.8919984,827,0.7615101,3.253223,860,0.7918969,0.07550082,278,0.2559853,48,0.1726619,282,0.2596685
0:12:42,1290,1080,0.8372093,0.8923544,827,0.7657408,3.250926,856,0.7925926,0.07613902,282,0.2611111,49,0.1737589,279,0.2583333
0:12:43,1292,1081,0.8366873,0.8930439,831,0.7687327,3.27012,855,0.7909343,0.07564434,286,0.2645698,54,0.1888112,280,0.2590194
0:12:44,1295,1081,0.834749,0.8933801,835,0.7724329,3.282146,859,0.7946346,0.07677838,290,0.2682701,53,0.1827586,281,0.2599445
0:12:45,1296,1078,0.8317901,0.8934345,833,0.7727273,3.296846,858,0.7959183,0.07677455,283,0.2625232,53,0.1872791,284,0.2634508
0:12:46,1297,1082,0.8342329,0.8936578,838,0.7744917,3.278188,858,0.792976,0.07643672,283,0.2615527,54,0.1908127,290,0.2680222
0:12:47,1296,1078,0.8317901,0.8939209,837,0.7764378,3.279221,852,0.7903525,0.07619417,281,0.2606679,55,0.1957295,287,0.2662338
0:12:48,1295,1083,0.8362935,0.8942456,842,0.77747,3.287165,853,0.787627,0.07578775,290,0.2677747,61,0.2103448,279,0.2576177
0:12:49,1295,1080,0.8339768,0.8943645,835,0.7731481,3.271296,854,0.7907407,0.07741418,286,0.2648148,61,0.2132867,280,0.2592593
0:12:50,1288,1074,0.8338509,0.8947804,834,0.7765363,3.274674,847,0.7886406,0.07730991,288,0.2681564,62,0.2152778,276,0.2569833
0:12:51,1291,1075,0.8326879,0.8948166,838,0.7795349,3.283721,849,0.7897674,0.07856993,289,0.2688372,62,0.2145329,274,0.2548837
0:12:52,1297,1076,0.8296068,0.8945798,838,0.7788104,3.270446,851,0.7908922,0.07899125,280,0.2602231,63,0.225,280,0.2602231
0:12:53,1295,1079,0.8332046,0.8951858,849,0.7868397,3.311399,853,0.7905468,0.07839791,288,0.2669138,64,0.2222222,277,0.2567192
0:12:54,1288,1077,0.8361802,0.8950827,849,0.7883008,3.297122,848,0.7873724,0.07753713,293,0.272052,67,0.2286689,271,0.2516249
0:12:55,1296,1085,0.8371913,0.894868,853,0.7861751,3.294009,855,0.7880184,0.07720577,290,0.2672811,65,0.2241379,279,0.2571429
0:12:56,1299,1088,0.8375674,0.8951392,856,0.7867647,3.313419,858,0.7886029,0.07701929,288,0.2647059,68,0.2361111,280,0.2573529
0:12:57,1312,1096,0.8353658,0.8947885,856,0.7810219,3.307482,868,0.7919708,0.07768961,280,0.2554744,70,0.25,284,0.2591241
0:12:58,1312,1087,0.8285061,0.8942589,853,0.7847286,3.275069,859,0.7902484,0.07676009,283,0.2603496,69,0.2438163,280,0.2575897
0:12:59,1320,1092,0.8272727,0.8944164,855,0.782967,3.272894,865,0.7921246,0.07700767,284,0.2600733,71,0.25,284,0.2600733
0:13:00,1321,1091,0.8258895,0.8945156,855,0.7836847,3.263978,863,0.7910174,0.07601791,282,0.2584785,70,0.248227,286,0.2621448
0:13:01,1321,1093,0.8274035,0.8948382,862,0.7886551,3.26624,863,0.78957,0.07634,295,0.2698994,72,0.2440678,278,0.2543458
0:13:02,1327,1105,0.8327054,0.894909,865,0.7828054,3.267873,869,0.7864254,0.07576457,294,0.2660634,70,0.2380952,280,0.2533937
0:13:03,1326,1108,0.8355958,0.8956122,871,0.7861011,3.284296,872,0.7870036,0.07585145,294,0.265343,70,0.2380952,284,0.2563177
0:13:04,1338,1124,0.8400598,0.894965,877,0.7802491,3.259786,882,0.7846975,0.07556432,286,0.2544484,65,0.2272727,293,0.2606761
0:13:05,1344,1132,0.8422619,0.8950474,884,0.7809187,3.269435,890,0.7862191,0.07565641,287,0.2535336,63,0.2195122,296,0.2614841
